,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,Flats_per_floor,Street
869,"ш. южное, 72 литер а",1962,60,3,5,2503.25,59.863193,30.412536,4.0,ш. южное
870,"ул. гороховая, 58 литер а",1777,38,4,6,2649.5,59.923572,30.329828,1.5833333333333333,ул. гороховая
871,"27-я в.о. линия, 12 литер б",1902,19,1,5,1126.24,59.930349,30.256858,3.8,27-я в.о. линия
872,"ул. маршала захарова, 12 корпус 2 литер а",2009,525,12,14,32411.9,59.858272,30.161358,3.125,ул. маршала захарова
873,"ул. зайцева, 29 литер а",1960,40,2,5,1604.8,59.87631,30.272219,4.0,ул. зайцева
874,"пр-кт стачек, 85 корпус 1 литер а",1975,148,4,9,7644.19,59.861602,30.254486,4.111111111111111,пр-кт стачек
875,"ул. червонного казачества, 36 литер а",1960,50,5,5,2433.4,59.865736,30.275264,2.0,ул. червонного казачества
876,"ул. александра матросова, 3 строение 1",2021,871,23,11,47383.2,59.978196,30.335164,3.442687747035573,ул. александра матросова
877,"ул. антоновская, 9 литер а",1963,80,4,5,3557.78,59.972023,30.406688,4.0,ул. антоновская
878,"канала грибоедова наб., 124 литер б",1917,27,5,6,1915.89,59.920767,30.296177,0.9,канала грибоедова наб.
879,"пр-кт большой в.о., 4/19 литер а",1893,12,3,4,973.78,59.940767,30.290113,1.0,пр-кт большой в.о.
880,"ул. блохина, 2/77 литер а",1911,52,7,5,8322.76,59.950443,30.305636,1.4857142857142858,ул. блохина
881,"ул. купчинская, 20 корпус 4 литер а",1974,179,5,10,9748.0,59.835632,30.39483,3.58,ул. купчинская
882,"ул. 7-я красноармейская, 3 литер а",1882,11,1,3,378.3,59.911823,30.317162,3.6666666666666665,ул. 7-я красноармейская
883,"ул. фарфоровская, 16 литер н",1929,40,5,5,2731.13,59.879809,30.435398,1.6,ул. фарфоровская
884,"ул. 2-я поперечная (ново-ковалево), 1 корпус 2 литер а",1955,8,2,2,375.2,59.976693,30.546124,2.0,ул. 2-я поперечная (ново-ковалево)
885,"ул. дегтярная, 31 литер а",1911,38,4,6,3285.39,59.936417,30.376963,1.5833333333333333,ул. дегтярная
886,"ул. евдокима огнева, 8 корпус 1 литер к",1970,216,6,9,11186.1,59.897108,30.468285,4.0,ул. евдокима огнева
887,"ул. лисичанская, 14 литер а",1958,60,4,5,3654.94,59.985953,30.312643,3.0,ул. лисичанская
888,"ул. караваевская, 41 корпус 2 литер б",1972,100,5,5,4196.0,59.829084,30.515537,4.0,ул. караваевская
889,"пр-кт невский, 146 литер а",1934,183,11,5,11374.5,59.929078,30.370863,3.327272727272727,пр-кт невский
890,"ул. псковская, 30-32 литер а",1863,47,3,3,1417.01,59.918683,30.278822,5.222222222222222,ул. псковская
891,"ул. 13-я красноармейская, 26 литер б",1877,4,1,4,315.18,59.914922,30.299061,1.0,ул. 13-я красноармейская
892,"ул. беринга, 24 корпус 1 литер а",1962,100,5,5,4187.07,59.942444,30.239673,4.0,ул. беринга
893,"ул. краснопутиловская, 40 литер а",1961,37,1,6,1280.7,59.867425,30.277016,6.166666666666667,ул. краснопутиловская
894,"ул. стойкости, 13 корпус 2 литер а",1997,293,8,12,16777.6,59.82988,30.213586,3.052083333333333,ул. стойкости
895,"пр-кт приморский, 137 корпус 1 литер а",2007,1322,14,25,97614.0,59.983536,30.216146,3.777142857142857,пр-кт приморский
896,"ул. коммуны, 50 литер а",2005,445,4,25,24663.3,59.959345,30.490177,4.45,ул. коммуны
897,"ул. цимбалина, 25 строение 1",2018,276,1,25,10837.6,59.884636,30.426684,11.04,ул. цимбалина
898,"ул. капитанская, 5 литер б",1993,125,1,17,4025.76,59.956201,30.213685,7.352941176470588,ул. капитанская
899,"шувалово, ул. новоалександровская, 62 литер а",1955,4,2,2,1243.7,60.05233,30.289763,1.0,шувалово
900,"поликарпова аллея, 1 литер а",1978,41,1,16,5650.74,60.007465,30.293725,2.5625,поликарпова аллея
901,"ул. 9-я советская, 32/26 литер а",1877,19,2,3,1390.0,59.936025,30.379586,3.1666666666666665,ул. 9-я советская
902,"ул. михайлова, 3 литер а",1900,16,1,5,1115.0,59.953696,30.361116,3.2,ул. михайлова
903,"пр-кт суздальский, 107 литер а",1971,134,9,5,6328.68,60.042734,30.421806,2.977777777777778,пр-кт суздальский
904,"ул. верности, 10 корпус 4 литер а",1966,286,4,9,10747.5,60.007992,30.409059,7.944444444444445,ул. верности
905,"пр-кт товарищеский, 14 литер а",1972,251,7,10,13512.9,59.917953,30.485946,3.5857142857142854,пр-кт товарищеский
906,"ул. матроса железняка, 39 литер а",1964,45,1,10,1968.0,59.997383,30.310182,4.5,ул. матроса железняка
907,"ул. академика павлова, 6 корпус 1 строение 1",2017,119,3,10,6541.9,59.97685,30.316012,3.9666666666666655,ул. академика павлова
908,"ул. псковская, 8 литер а",1913,57,2,7,3319.21,59.920627,30.283439,4.071428571428571,ул. псковская
909,"ул. краснопутиловская, 77 литер а",1965,53,1,9,1904.74,59.855891,30.296581,5.888888888888889,ул. краснопутиловская
910,"ул. миллионная, 38 литер а",1916,22,3,4,2008.0,59.940632,30.318042,1.8333333333333333,ул. миллионная
911,"ул. ситцевая, 17 корпус 2 литер а",1991,209,5,10,10909.1,60.000209,30.236727,4.18,ул. ситцевая
912,"пр-кт шуваловский, 37 корпус 1 литер а",2012,1070,7,24,52950.5,60.032456,30.246482,6.36904761904762,пр-кт шуваловский
913,"ул. орджоникидзе, 23 литер а",1961,56,3,5,2360.9,59.843548,30.333852,3.733333333333333,ул. орджоникидзе
914,"15-я в.о. линия, 28 литер г",1899,7,1,5,710.67,59.938608,30.268751,1.4,15-я в.о. линия
915,"канала грибоедова наб., 79/23 литер а",1855,58,4,7,4445.9,59.92681,30.307684,2.071428571428572,канала грибоедова наб.
916,"дегтярный пер., 28 литер б",1958,40,2,5,2387.55,59.940041,30.383907,4.0,дегтярный пер.
917,"пр-кт королева, 49 литер а",1989,236,4,12,14591.0,60.024145,30.251522,4.916666666666667,пр-кт королева
918,"ул. краснопутиловская, 51 литер а",1961,36,1,6,1287.6,59.867502,30.274132,6.0,ул. краснопутиловская
919,"ул. жуковского, 26 литер в",1864,18,2,5,742.0,59.936499,30.358969,1.8,ул. жуковского
920,"новаторов б-р, 20 литер а",1964,70,7,5,3148.2,59.848909,30.273351,2.0,новаторов б-р
921,"ул. орджоникидзе, 10 литер а",1959,60,3,5,2521.2,59.846048,30.325803,4.0,ул. орджоникидзе
922,"ул. седова, 22 литер б",1950,13,4,2,694.34,59.895741,30.411377,1.625,ул. седова
923,"ул. шамшева, 15а литер а",1904,10,1,5,753.29,59.961305,30.300112,2.0,ул. шамшева
924,"ул. запорожская, 11 литер х",1961,40,2,5,1623.1,59.85252,30.473244,4.0,ул. запорожская
925,"ул. черняховского, 11 литер в",1900,23,1,5,1342.22,59.916293,30.356903,4.6,ул. черняховского
926,"ул. 2-я комсомольская, 45 литер а",1967,70,7,5,3176.0,59.830115,30.142197,2.0,ул. 2-я комсомольская
927,"ул. варшавская, 27 корпус 2 литер а",1962,100,5,5,4506.4,59.863301,30.311188,4.0,ул. варшавская
928,"ул. ключевая, 31 литер а",1962,80,4,5,3593.32,59.97328,30.410479,4.0,ул. ключевая
929,"пр-кт витебский, 59 корпус 1 литер а",2012,100,1,9,4085.2,59.847092,30.363784,11.11111111111111,пр-кт витебский
930,"новосмоленская наб., 8 литер а",1993,185,4,22,10117.2,59.948487,30.219641,2.102272727272727,новосмоленская наб.
931,"гривцова пер., 3 литер а",1834,55,4,6,4102.22,59.930687,30.313272,2.2916666666666665,гривцова пер.
932,"пр-кт каменноостровский, 56 корпус 2 литер а",2007,24,2,9,3878.8,59.972091,30.304217,1.3333333333333333,пр-кт каменноостровский
933,"7-я в.о. линия, 38 литер б",1887,21,1,6,1204.4,59.941344,30.279217,3.5,7-я в.о. линия
934,"ш. петергофское, 72 корпус 6 строение 1",2018,105,3,10,5707.2,59.844339,30.115373,3.5,ш. петергофское
935,"пр-кт ударников, 18 литер а",1980,28,2,15,5607.4,59.949839,30.464099,0.9333333333333332,пр-кт ударников
936,"ул. большая пушкарская, 62 литер а",1900,7,2,4,317.2,59.964016,30.311664,0.875,ул. большая пушкарская
937,"пр-кт московский, 66 литер а",1917,32,2,5,1893.2,59.907541,30.319407,3.2,пр-кт московский
938,"ул. гаванская, 47 литер а",1904,77,4,5,2226.84,59.938045,30.238505,3.85,ул. гаванская
939,"ул. беломорская, 32 литер а",1974,84,6,5,4078.6,59.976778,30.513165,2.8,ул. беломорская
940,"ул. гаванская, 47 литер в",1904,11,2,4,1062.33,59.938743,30.238694,1.375,ул. гаванская
941,"ул. опочинина, 13 литер а",1932,55,5,5,3394.79,59.929222,30.240239,2.2,ул. опочинина
942,"ул. русановская, 17 корпус 2 литер а",2013,405,4,23,21202.4,59.863924,30.512015,4.402173913043479,ул. русановская
943,"пр-кт ярославский, 38 литер з",1960,60,3,5,2536.2,60.019307,30.318329,4.0,пр-кт ярославский
944,"обводного канала наб., 147-149 литер н",1863,10,2,4,653.4,59.909553,30.312643,1.25,обводного канала наб.
945,"пр-кт ударников, 42 литер а",1982,263,6,9,13114.0,59.954205,30.48185,4.87037037037037,пр-кт ударников
946,"14-я в.о. линия, 25-27 литер з",1876,2,1,2,174.1,59.938153,30.272066,1.0,14-я в.о. линия
947,"ул. подрезова, 26б литер б",1911,15,1,5,1600.5,59.965894,30.299869,3.0,ул. подрезова
948,"9-я в.о. линия, 30 литер а",1917,5,2,6,1152.2,59.940704,30.277555,0.4166666666666667,9-я в.о. линия
949,"ул. большая московская, 1-3 литер а",1858,67,13,7,8373.7,59.925588,30.345863,0.7362637362637363,ул. большая московская
950,"ул. ткачей, 17 литер а",1958,2,4,5,3593.14,59.89181,30.418833,0.1,ул. ткачей
